id,original_id,original_tweet_time,retweet_time,user,user_join_date,user_followers_count,user_id,text
1264742134818705414,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:37 +0000 2020,Koluakin,Tue Aug 18 01:53:53 +0000 2015,62,3318274969,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742136353886217,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:37 +0000 2020,leesharons,Sun Dec 21 21:28:58 +0000 2008,732,18293282,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World! https://t.co/tWECoIlu6F"
1264742138178408448,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:38 +0000 2020,JamiMichigan,Wed Apr 01 11:18:31 +0000 2020,332,1245309515928612864,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World! https://t.co/tWECoIlu6F"
1264742139113676801,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:38 +0000 2020,FelizFlorecita1,Sat Jan 24 02:50:35 +0000 2015,2843,2995124871,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742141831589888,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:39 +0000 2020,paulojornalist,Wed Apr 01 03:31:00 +0000 2009,4959,28041686,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742156209721346,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:42 +0000 2020,Me7727834,Mon Mar 16 02:15:24 +0000 2020,85,1239374500854206465,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World! https://t.co/tWECoIlu6F"
1264742156692000769,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:42 +0000 2020,VincentGames13,Tue Aug 29 01:31:31 +0000 2017,30,902342921298608129,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742157178425344,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:42 +0000 2020,beleaguered007,Sun Apr 26 05:33:58 +0000 2020,1044,1254282475800387584,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742158596050944,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:43 +0000 2020,kjgheroman,Wed Apr 11 06:15:42 +0000 2012,906,550829262,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742163084201993,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:44 +0000 2020,EvelineSheila,Wed Dec 09 08:54:43 +0000 2015,6422,4424868747,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742163545456646,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:44 +0000 2020,MeAndMyHouse1,Wed Jan 23 16:00:38 +0000 2019,983,1088104227581423619,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742164678021120,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:44 +0000 2020,Lindanap123,Tue Jan 26 18:15:30 +0000 2010,6434,108675976,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742165302763520,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:44 +0000 2020,KevinBooker212,Sat Dec 22 05:26:53 +0000 2012,49493,1027809378,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742165323960320,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:44 +0000 2020,N3if91,Mon Aug 20 20:35:19 +0000 2012,82,770183402,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742167236526080,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:45 +0000 2020,DwayneGregory,Wed Apr 06 00:31:46 +0000 2011,14427,277769074,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World! https://t.co/tWECoIlu6F"
1264742169107066880,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:45 +0000 2020,BRNordgren,Thu May 26 04:24:25 +0000 2016,2181,735688014161018880,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World! https://t.co/tWECoIlu6F"
